"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"Journal of hunger & environmental nutrition",1,"journal of hunger environmental nutrition",10389,7600153124,"Journal of Hunger and Environmental Nutrition","journal","19320248, 19320256","0.520","Q2","37","92","203","3595","364","203","1.77","39.08","72.43",3,80,"United States","Northern America","Taylor and Francis Ltd.","2006-2023","Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2); Nutrition and Dietetics (Q3)","Medicine; Nursing; Social Sciences","journal of hunger and environmental nutrition",0.11499548328816633
"Journal of hydrology",1,"journal of hydrology",1692,50089,"Journal of Hydrology","journal","00221694","1.764","Q1","274","1548","4033","106725","27949","4011","6.37","68.94","32.30",4,881,"Netherlands","Western Europe","Elsevier B.V.","1949, 1963-2023","Water Science and Technology (Q1)","Environmental Science","journal of hydrology",0
"Journal of hypertension",53,"journal of hypertension",3616,23877,"Journal of Hypertension","journal","14735598, 02636352","1.134","Q1","192","244","1050","9572","3108","807","2.64","39.23","38.69",0,93,"United States","Northern America","Lippincott Williams and Wilkins Ltd.","1983-2023","Cardiology and Cardiovascular Medicine (Q1); Internal Medicine (Q1); Physiology (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine","journal of hypertension",0
"Journal of hypertension and management",1,"journal of hypertension and management",3616,23877,"Journal of Hypertension","journal","14735598, 02636352","1.134","Q1","192","244","1050","9572","3108","807","2.64","39.23","38.69",0,93,"United States","Northern America","Lippincott Williams and Wilkins Ltd.","1983-2023","Cardiology and Cardiovascular Medicine (Q1); Internal Medicine (Q1); Physiology (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine","journal of hypertension",0.13157894736842113
"Journal of immunoassay & immunochemistry",4,"journal of immunoassay immunochemistry",14190,24041,"Journal of Immunoassay and Immunochemistry","journal","15321819, 15324230","0.354","Q2","31","31","151","1114","239","147","1.41","35.94","41.06",0,19,"United States","Northern America","Taylor and Francis Ltd.","2001-2023","Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3); Immunology (Q4); Immunology and Allergy (Q4)","Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine","journal of immunoassay and immunochemistry",0.04928989139515472
"Journal of immunological methods",49,"journal of immunological methods",9748,21274,"Journal of Immunological Methods","journal","00221759, 18727905","0.555","Q3","147","109","380","3478","704","373","1.76","31.91","46.66",0,44,"Netherlands","Western Europe","Elsevier B.V.","1971-2023","Immunology (Q3); Immunology and Allergy (Q3)","Immunology and Microbiology; Medicine","journal of immunological methods",0
"Journal of immunological sciences",5,"journal of immunological sciences",7344,4100151618,"Journal of Physiological Sciences","journal","18806546, 18806562","0.709","Q2","58","33","121","48","304","121","2.46","1.45","33.71",0,8,"Japan","Asiatic Region","Springer Japan","1996-2023","Physiology (Q2)","Biochemistry, Genetics and Molecular Biology","journal of physiological sciences",0.10954371299198884
"Journal of immunology",555,"journal of immunology",2126,21275,"Journal of Immunology","journal","15506606, 00221767","1.558","Q1","412","374","1749","20762","6302","1694","3.27","55.51","44.70",1,116,"United States","Northern America","American Association of Immunologists","1945-2023","Immunology (Q1); Immunology and Allergy (Q1)","Immunology and Microbiology; Medicine","journal of immunology",0
"Journal of immunology research",113,"journal of immunology research",4909,21100298690,"Journal of Immunology Research","journal","23147156, 23148861","0.944","Q1","113","121","1058","6422","3971","1055","3.41","53.07","48.19",0,59,"Egypt","Africa/Middle East","Hindawi Limited","2014-2023","Medicine (miscellaneous) (Q1); Immunology (Q2); Immunology and Allergy (Q2)","Immunology and Microbiology; Medicine","journal of immunology research",0
"Journal of immunotherapy",3,"journal of immunorapy",3020,110112,"Journal of Immunotherapy","journal","15249557, 15374513","1.263","Q1","106","44","150","1376","521","149","3.12","31.27","42.06",0,41,"United States","Northern America","Lippincott Williams and Wilkins Ltd.","1991-2023","Pharmacology (Q1); Cancer Research (Q2); Immunology (Q2); Immunology and Allergy (Q2)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics","journal of immunorapy",0
"Journal of immunotoxicology",6,"journal of immunotoxicology",7320,11000153762,"Journal of Immunotoxicology","journal","1547691X, 15476901","0.711","Q2","48","9","54","432","176","54","2.21","48.00","54.05",0,4,"United States","Northern America","Informa Healthcare","2004-2023","Toxicology (Q2); Immunology (Q3)","Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics","journal of immunotoxicology",0
"Journal of in Vitro Fertilization and Embryo Transfer",37,"journal of in vitro fertilization and embryo transfer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of indigenous wellbeing : Te mauri-Pimatisiwin",1,"journal of indigenous wellbeing te mauripimatisiwin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of industrial pollution control",1,"journal of industrial pollution control",6774,5600153495,"Journal of Industrial Relations","journal","00221856, 14729296","0.755","Q2","41","35","109","2014","267","104","2.57","57.54","44.93",2,24,"United States","Northern America","SAGE Publications Inc.","1959-2023","Business and International Management (Q2); Industrial Relations (Q2)","Business, Management and Accounting","journal of industrial relations",0.14413230139036592
"Journal of inequalities and applications",57,"journal of inequalities and applications",11885,61774,"Journal of Inequalities and Applications","journal","1029242X, 10255834","0.448","Q2","65","162","599","4840","881","599","1.35","29.88","33.42",0,2,"Switzerland","Western Europe","Springer Nature","2000-2002, 2005-2023","Applied Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Analysis (Q3)","Mathematics","journal of inequalities and applications",0
"Journal of infection and chemotherapy : official journal of the Japan Society of Chemotherapy",37,"journal of infection and chemorapy official journal of japan society of chemorapy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of infection and public health",16,"journal of infection and public health",3888,16800154711,"Journal of Infection and Public Health","journal","18760341, 1876035X","1.081","Q1","65","302","852","12817","4562","801","4.77","42.44","43.02",3,211,"Netherlands","Western Europe","Elsevier B.V.","2008-2023","Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)","Medicine","journal of infection and public health",0
"Journal of infection in developing countries",212,"journal of infection in developing countries",11773,17700155407,"Journal of Infection in Developing Countries","journal","20366590, 19722680","0.453","Q3","61","251","807","8051","1356","794","1.44","32.08","46.91",1,175,"Italy","Western Europe","Journal of Infection in Developing Countries","2007-2023","Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Microbiology (Q3); Parasitology (Q3); Virology (Q3)","Immunology and Microbiology; Medicine","journal of infection in developing countries",0
"Journal of infectious disease and therapy",1,"journal of infectious disease and rapy",1006,22440,"Journal of Infectious Diseases","journal","00221899, 15376613","2.387","Q1","276","488","2124","16037","9483","1835","4.55","32.86","47.04",23,350,"United Kingdom","Western Europe","Oxford University Press","1904-2023","Immunology and Allergy (Q1); Infectious Diseases (Q1)","Medicine","journal of infectious diseases",0.09005847953216373
"Journal of inflammation research",19,"journal of inflammation research",4100,19700175042,"Journal of Inflammation Research","journal","11787031","1.047","Q2","51","456","1116","25917","4979","1105","4.25","56.84","42.68",0,185,"New Zealand","Pacific Region","Dove Medical Press Ltd.","2010-2023","Immunology (Q2); Immunology and Allergy (Q2)","Immunology and Microbiology; Medicine","journal of inflammation research",0
"Journal of information and organizational sciences",5,"journal of information and organizational sciences",21933,19700202714,"Journal of Information and Organizational Sciences","journal","18463312, 18469418","0.167","Q3","16","27","78","945","54","71","0.63","35.00","25.00",0,7,"Croatia","Eastern Europe","University of Zagreb, Faculty of Organization and Informatics","2006-2023","Library and Information Sciences (Q3); Computer Science Applications (Q4); Information Systems (Q4)","Computer Science; Social Sciences","journal of information and organizational sciences",0
"Journal of information technology case and application research",3,"journal of information technology case and application research",11112,21100886533,"Journal of Information Technology Case and Application Research","journal","15228053, 23336897","0.485","Q2","20","26","60","1033","140","38","1.30","39.73","26.67",0,5,"United States","Northern America","Taylor and Francis Ltd.","2005-2023","Information Systems and Management (Q2); Management Science and Operations Research (Q3)","Decision Sciences","journal of information technology case and application research",0
"Journal of infusion nursing : the official publication of the Infusion Nurses Society",7,"journal of infusion nursing official publication of infusion nurses society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of inherited metabolic disease",1,"journal of inherited metabolic disease",2034,15106,"Journal of Inherited Metabolic Disease","journal","01418955, 15732665","1.591","Q1","121","120","365","5765","1449","329","3.88","48.04","53.55",1,12,"Netherlands","Western Europe","Springer Netherlands","1978-2023","Genetics (Q1); Genetics (clinical) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine","journal of inherited metabolic disease",0
"Journal of injury & violence research",4,"journal of injury violence research",290,144974,"Journal of Service Research","journal","10946705, 15527379","4.948","Q1","148","60","106","4376","1539","93","14.31","72.93","42.02",1,7,"United States","Northern America","SAGE Publications Inc.","1998-2023","Information Systems (Q1); Organizational Behavior and Human Resource Management (Q1); Sociology and Political Science (Q1)","Business, Management and Accounting; Computer Science; Social Sciences","journal of service research",0.1365215031881699
"Journal of innovation in health informatics",17,"journal of innovation in health informatics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Journal of innovation management",13,"journal of innovation management",11551,21101053537,"Journal of Innovation Management","journal","21830606","0.464","Q2","23","21","67","1644","161","65","2.05","78.29","36.73",1,15,"Portugal","Western Europe","Universidade do Porto - Faculdade de Engenharia","2013-2023","Engineering (miscellaneous) (Q2); Management of Technology and Innovation (Q2)","Business, Management and Accounting; Engineering","journal of innovation management",0
"Journal of innovative optical health sciences",4,"journal of innovative optical health sciences",10939,19900192592,"Journal of Innovative Optical Health Sciences","journal","17935458, 17937205","0.492","Q2","31","87","172","4217","435","165","2.32","48.47","42.62",0,15,"Singapore","Asiatic Region","World Scientific","2008-2023","Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2); Biomedical Engineering (Q3); Medicine (miscellaneous) (Q3)","Engineering; Materials Science; Medicine; Physics and Astronomy","journal of innovative optical health sciences",0
"Journal of inorganic biochemistry",46,"journal of inorganic biochemistry",8692,17615,"Journal of Inorganic Biochemistry","journal","01620134, 18733344","0.614","Q2","146","255","804","17728","3044","790","3.98","69.52","44.34",0,105,"United States","Northern America","Elsevier Inc.","1979-2023","Inorganic Chemistry (Q2); Biochemistry (Q3)","Biochemistry, Genetics and Molecular Biology; Chemistry","journal of inorganic biochemistry",0
